
 OUTPUT FROM bailey_pset7_problem2.m 

 Finding Eigenvectors and Eigenvalues Using Shifted Power Method 
 Using x same as the initial guess vector. 
Iter.    x(1)      x(2)          x(3)          x(4)        x(n-3)      x(n-2)      x(n-1)        x(n)        lambda       check
134 +5.86299e-01 -3.93027e-01 +4.26386e-04 +3.85735e-02 +3.85735e-02 +4.26386e-04 -3.93027e-01 +5.86299e-01 +8.25459e-04 +2.37907e-04 
135 -5.85614e-01 +3.94023e-01 -1.51823e-03 -3.88508e-02 -3.88508e-02 -1.51823e-03 +3.94023e-01 -5.85614e-01 +8.24337e-04 +2.36706e-04 
136 +5.84932e-01 -3.95009e-01 +2.60914e-03 +3.91212e-02 +3.91212e-02 +2.60914e-03 -3.95009e-01 +5.84932e-01 +8.23227e-04 +2.35518e-04 
137 -5.84252e-01 +3.95986e-01 -3.69907e-03 -3.93850e-02 -3.93850e-02 -3.69907e-03 +3.95986e-01 -5.84252e-01 +8.22128e-04 +2.34343e-04 
138 +5.83575e-01 -3.96953e-01 +4.78796e-03 +3.96420e-02 +3.96420e-02 +4.78796e-03 -3.96953e-01 +5.83575e-01 +8.21040e-04 +2.33182e-04 
139 -5.82900e-01 +3.97911e-01 -5.87576e-03 -3.98924e-02 -3.98924e-02 -5.87576e-03 +3.97911e-01 -5.82900e-01 +8.19963e-04 +2.32034e-04 
140 +5.82227e-01 -3.98859e-01 +6.96242e-03 +4.01363e-02 +4.01363e-02 +6.96242e-03 -3.98859e-01 +5.82227e-01 +8.18896e-04 +2.30898e-04 
141 -5.81556e-01 +3.99798e-01 -8.04790e-03 -4.03736e-02 -4.03736e-02 -8.04790e-03 +3.99798e-01 -5.81556e-01 +8.17839e-04 +2.29775e-04 
142 +5.80888e-01 -4.00728e-01 +9.13215e-03 +4.06045e-02 +4.06045e-02 +9.13215e-03 -4.00728e-01 +5.80888e-01 +8.16793e-04 +2.28664e-04 
143 -5.80222e-01 +4.01650e-01 -1.02151e-02 -4.08289e-02 -4.08289e-02 -1.02151e-02 +4.01650e-01 -5.80222e-01 +8.15757e-04 +2.27565e-04 
144 +5.79558e-01 -4.02562e-01 +1.12968e-02 +4.10470e-02 +4.10470e-02 +1.12968e-02 -4.02562e-01 +5.79558e-01 +8.14731e-04 +2.26478e-04 
145 -5.78897e-01 +4.03466e-01 -1.23771e-02 -4.12588e-02 -4.12588e-02 -1.23771e-02 +4.03466e-01 -5.78897e-01 +8.13715e-04 +2.25402e-04 
146 +5.78237e-01 -4.04361e-01 +1.34560e-02 +4.14643e-02 +4.14643e-02 +1.34560e-02 -4.04361e-01 +5.78237e-01 +8.12708e-04 +2.24339e-04 
147 -5.77580e-01 +4.05247e-01 -1.45335e-02 -4.16637e-02 -4.16637e-02 -1.45335e-02 +4.05247e-01 -5.77580e-01 +8.11711e-04 +2.23286e-04 
148 +5.76925e-01 -4.06125e-01 +1.56095e-02 +4.18569e-02 +4.18569e-02 +1.56095e-02 -4.06125e-01 +5.76925e-01 +8.10723e-04 +2.22245e-04 
149 -5.76272e-01 +4.06995e-01 -1.66839e-02 -4.20441e-02 -4.20441e-02 -1.66839e-02 +4.06995e-01 -5.76272e-01 +8.09744e-04 +2.21215e-04 
150 +5.75622e-01 -4.07857e-01 +1.77569e-02 +4.22252e-02 +4.22252e-02 +1.77569e-02 -4.07857e-01 +5.75622e-01 +8.08775e-04 +2.20195e-04 
151 -5.74973e-01 +4.08710e-01 -1.88282e-02 -4.24003e-02 -4.24003e-02 -1.88282e-02 +4.08710e-01 -5.74973e-01 +8.07814e-04 +2.19186e-04 
152 +5.74327e-01 -4.09555e-01 +1.98979e-02 +4.25695e-02 +4.25695e-02 +1.98979e-02 -4.09555e-01 +5.74327e-01 +8.06862e-04 +2.18187e-04 
153 -5.73682e-01 +4.10393e-01 -2.09660e-02 -4.27329e-02 -4.27329e-02 -2.09660e-02 +4.10393e-01 -5.73682e-01 +8.05919e-04 +2.17199e-04 
154 +5.73040e-01 -4.11222e-01 +2.20324e-02 +4.28904e-02 +4.28904e-02 +2.20324e-02 -4.11222e-01 +5.73040e-01 +8.04984e-04 +2.16221e-04 
155 -5.72400e-01 +4.12044e-01 -2.30971e-02 -4.30422e-02 -4.30422e-02 -2.30971e-02 +4.12044e-01 -5.72400e-01 +8.04057e-04 +2.15253e-04 
156 +5.71762e-01 -4.12858e-01 +2.41601e-02 +4.31882e-02 +4.31882e-02 +2.41601e-02 -4.12858e-01 +5.71762e-01 +8.03139e-04 +2.14294e-04 
157 -5.71126e-01 +4.13665e-01 -2.52213e-02 -4.33286e-02 -4.33286e-02 -2.52213e-02 +4.13665e-01 -5.71126e-01 +8.02229e-04 +2.13346e-04 
158 +5.70492e-01 -4.14464e-01 +2.62807e-02 +4.34634e-02 +4.34634e-02 +2.62807e-02 -4.14464e-01 +5.70492e-01 +8.01327e-04 +2.12406e-04 
159 -5.69860e-01 +4.15255e-01 -2.73383e-02 -4.35926e-02 -4.35926e-02 -2.73383e-02 +4.15255e-01 -5.69860e-01 +8.00433e-04 +2.11476e-04 
160 +5.69230e-01 -4.16039e-01 +2.83940e-02 +4.37163e-02 +4.37163e-02 +2.83940e-02 -4.16039e-01 +5.69230e-01 +7.99547e-04 +2.10556e-04 
161 -5.68602e-01 +4.16816e-01 -2.94479e-02 -4.38345e-02 -4.38345e-02 -2.94479e-02 +4.16816e-01 -5.68602e-01 +7.98669e-04 +2.09644e-04 
162 +5.67977e-01 -4.17586e-01 +3.04999e-02 +4.39473e-02 +4.39473e-02 +3.04999e-02 -4.17586e-01 +5.67977e-01 +7.97798e-04 +2.08741e-04 
163 -5.67353e-01 +4.18349e-01 -3.15500e-02 -4.40548e-02 -4.40548e-02 -3.15500e-02 +4.18349e-01 -5.67353e-01 +7.96934e-04 +2.07848e-04 
164 +5.66731e-01 -4.19104e-01 +3.25981e-02 +4.41569e-02 +4.41569e-02 +3.25981e-02 -4.19104e-01 +5.66731e-01 +7.96078e-04 +2.06962e-04 
165 -5.66111e-01 +4.19853e-01 -3.36443e-02 -4.42538e-02 -4.42538e-02 -3.36443e-02 +4.19853e-01 -5.66111e-01 +7.95229e-04 +2.06086e-04 
166 +5.65493e-01 -4.20595e-01 +3.46885e-02 +4.43455e-02 +4.43455e-02 +3.46885e-02 -4.20595e-01 +5.65493e-01 +7.94388e-04 +2.05217e-04 
167 -5.64877e-01 +4.21330e-01 -3.57307e-02 -4.44320e-02 -4.44320e-02 -3.57307e-02 +4.21330e-01 -5.64877e-01 +7.93553e-04 +2.04357e-04 
168 +5.64263e-01 -4.22058e-01 +3.67708e-02 +4.45134e-02 +4.45134e-02 +3.67708e-02 -4.22058e-01 +5.64263e-01 +7.92726e-04 +2.03506e-04 
169 -5.63651e-01 +4.22780e-01 -3.78090e-02 -4.45897e-02 -4.45897e-02 -3.78090e-02 +4.22780e-01 -5.63651e-01 +7.91905e-04 +2.02662e-04 
170 +5.63040e-01 -4.23495e-01 +3.88451e-02 +4.46610e-02 +4.46610e-02 +3.88451e-02 -4.23495e-01 +5.63040e-01 +7.91091e-04 +2.01826e-04 
171 -5.62432e-01 +4.24203e-01 -3.98791e-02 -4.47273e-02 -4.47273e-02 -3.98791e-02 +4.24203e-01 -5.62432e-01 +7.90284e-04 +2.00998e-04 
172 +5.61825e-01 -4.24906e-01 +4.09110e-02 +4.47887e-02 +4.47887e-02 +4.09110e-02 -4.24906e-01 +5.61825e-01 +7.89483e-04 +2.00178e-04 
173 -5.61221e-01 +4.25601e-01 -4.19408e-02 -4.48451e-02 -4.48451e-02 -4.19408e-02 +4.25601e-01 -5.61221e-01 +7.88689e-04 +1.99365e-04 
174 +5.60618e-01 -4.26291e-01 +4.29686e-02 +4.48968e-02 +4.48968e-02 +4.29686e-02 -4.26291e-01 +5.60618e-01 +7.87902e-04 +1.98560e-04 
175 -5.60017e-01 +4.26974e-01 -4.39941e-02 -4.49436e-02 -4.49436e-02 -4.39941e-02 +4.26974e-01 -5.60017e-01 +7.87120e-04 +1.97762e-04 
176 +5.59418e-01 -4.27651e-01 +4.50175e-02 +4.49858e-02 +4.49858e-02 +4.50175e-02 -4.27651e-01 +5.59418e-01 +7.86345e-04 +1.96971e-04 
177 -5.58821e-01 +4.28322e-01 -4.60388e-02 -4.50232e-02 -4.50232e-02 -4.60388e-02 +4.28322e-01 -5.58821e-01 +7.85577e-04 +1.96187e-04 
178 +5.58225e-01 -4.28986e-01 +4.70579e-02 +4.50559e-02 +4.50559e-02 +4.70579e-02 -4.28986e-01 +5.58225e-01 +7.84814e-04 +1.95411e-04 
179 -5.57632e-01 +4.29645e-01 -4.80748e-02 -4.50840e-02 -4.50840e-02 -4.80748e-02 +4.29645e-01 -5.57632e-01 +7.84057e-04 +1.94641e-04 
180 +5.57040e-01 -4.30298e-01 +4.90895e-02 +4.51076e-02 +4.51076e-02 +4.90895e-02 -4.30298e-01 +5.57040e-01 +7.83306e-04 +1.93879e-04 
181 -5.56450e-01 +4.30945e-01 -5.01020e-02 -4.51266e-02 -4.51266e-02 -5.01020e-02 +4.30945e-01 -5.56450e-01 +7.82561e-04 +1.93123e-04 
182 +5.55861e-01 -4.31586e-01 +5.11122e-02 +4.51411e-02 +4.51411e-02 +5.11122e-02 -4.31586e-01 +5.55861e-01 +7.81822e-04 +1.92374e-04 
183 -5.55275e-01 +4.32222e-01 -5.21203e-02 -4.51512e-02 -4.51512e-02 -5.21203e-02 +4.32222e-01 -5.55275e-01 +7.81089e-04 +1.91631e-04 
184 +5.54690e-01 -4.32851e-01 +5.31261e-02 +4.51569e-02 +4.51569e-02 +5.31261e-02 -4.32851e-01 +5.54690e-01 +7.80361e-04 +1.90895e-04 
185 -5.54107e-01 +4.33475e-01 -5.41296e-02 -4.51582e-02 -4.51582e-02 -5.41296e-02 +4.33475e-01 -5.54107e-01 +7.79639e-04 +1.90165e-04 
186 +5.53526e-01 -4.34094e-01 +5.51309e-02 +4.51553e-02 +4.51553e-02 +5.51309e-02 -4.34094e-01 +5.53526e-01 +7.78922e-04 +1.89442e-04 
187 -5.52947e-01 +4.34707e-01 -5.61299e-02 -4.51480e-02 -4.51480e-02 -5.61299e-02 +4.34707e-01 -5.52947e-01 +7.78211e-04 +1.88724e-04 
188 +5.52369e-01 -4.35314e-01 +5.71266e-02 +4.51365e-02 +4.51365e-02 +5.71266e-02 -4.35314e-01 +5.52369e-01 +7.77505e-04 +1.88013e-04 
189 -5.51793e-01 +4.35916e-01 -5.81210e-02 -4.51208e-02 -4.51208e-02 -5.81210e-02 +4.35916e-01 -5.51793e-01 +7.76805e-04 +1.87308e-04 
190 +5.51218e-01 -4.36513e-01 +5.91131e-02 +4.51010e-02 +4.51010e-02 +5.91131e-02 -4.36513e-01 +5.51218e-01 +7.76110e-04 +1.86609e-04 
191 -5.50646e-01 +4.37104e-01 -6.01030e-02 -4.50770e-02 -4.50770e-02 -6.01030e-02 +4.37104e-01 -5.50646e-01 +7.75420e-04 +1.85916e-04 
192 +5.50075e-01 -4.37690e-01 +6.10905e-02 +4.50490e-02 +4.50490e-02 +6.10905e-02 -4.37690e-01 +5.50075e-01 +7.74735e-04 +1.85228e-04 
193 -5.49505e-01 +4.38271e-01 -6.20757e-02 -4.50170e-02 -4.50170e-02 -6.20757e-02 +4.38271e-01 -5.49505e-01 +7.74055e-04 +1.84546e-04 
194 +5.48938e-01 -4.38847e-01 +6.30586e-02 +4.49809e-02 +4.49809e-02 +6.30586e-02 -4.38847e-01 +5.48938e-01 +7.73380e-04 +1.83870e-04 
195 -5.48372e-01 +4.39418e-01 -6.40391e-02 -4.49409e-02 -4.49409e-02 -6.40391e-02 +4.39418e-01 -5.48372e-01 +7.72710e-04 +1.83200e-04 
196 +5.47808e-01 -4.39983e-01 +6.50173e-02 +4.48970e-02 +4.48970e-02 +6.50173e-02 -4.39983e-01 +5.47808e-01 +7.72045e-04 +1.82535e-04 
197 -5.47245e-01 +4.40544e-01 -6.59932e-02 -4.48492e-02 -4.48492e-02 -6.59932e-02 +4.40544e-01 -5.47245e-01 +7.71384e-04 +1.81875e-04 
198 +5.46684e-01 -4.41099e-01 +6.69667e-02 +4.47975e-02 +4.47975e-02 +6.69667e-02 -4.41099e-01 +5.46684e-01 +7.70729e-04 +1.81221e-04 
199 -5.46124e-01 +4.41650e-01 -6.79379e-02 -4.47421e-02 -4.47421e-02 -6.79379e-02 +4.41650e-01 -5.46124e-01 +7.70078e-04 +1.80572e-04 
200 +5.45567e-01 -4.42196e-01 +6.89067e-02 +4.46829e-02 +4.46829e-02 +6.89067e-02 -4.42196e-01 +5.45567e-01 +7.69432e-04 +1.79928e-04 
201 -5.45010e-01 +4.42737e-01 -6.98732e-02 -4.46199e-02 -4.46199e-02 -6.98732e-02 +4.42737e-01 -5.45010e-01 +7.68790e-04 +1.79290e-04 
202 +5.44456e-01 -4.43273e-01 +7.08372e-02 +4.45533e-02 +4.45533e-02 +7.08372e-02 -4.43273e-01 +5.44456e-01 +7.68153e-04 +1.78656e-04 
203 -5.43903e-01 +4.43804e-01 -7.17990e-02 -4.44830e-02 -4.44830e-02 -7.17990e-02 +4.43804e-01 -5.43903e-01 +7.67521e-04 +1.78028e-04 
204 +5.43351e-01 -4.44331e-01 +7.27583e-02 +4.44091e-02 +4.44091e-02 +7.27583e-02 -4.44331e-01 +5.43351e-01 +7.66892e-04 +1.77404e-04 
205 -5.42802e-01 +4.44853e-01 -7.37153e-02 -4.43316e-02 -4.43316e-02 -7.37153e-02 +4.44853e-01 -5.42802e-01 +7.66269e-04 +1.76786e-04 
206 +5.42253e-01 -4.45371e-01 +7.46699e-02 +4.42505e-02 +4.42505e-02 +7.46699e-02 -4.45371e-01 +5.42253e-01 +7.65649e-04 +1.76172e-04 
207 -5.41707e-01 +4.45884e-01 -7.56221e-02 -4.41660e-02 -4.41660e-02 -7.56221e-02 +4.45884e-01 -5.41707e-01 +7.65034e-04 +1.75563e-04 
208 +5.41161e-01 -4.46392e-01 +7.65719e-02 +4.40779e-02 +4.40779e-02 +7.65719e-02 -4.46392e-01 +5.41161e-01 +7.64423e-04 +1.74958e-04 
209 -5.40618e-01 +4.46896e-01 -7.75194e-02 -4.39865e-02 -4.39865e-02 -7.75194e-02 +4.46896e-01 -5.40618e-01 +7.63817e-04 +1.74359e-04 
210 +5.40076e-01 -4.47395e-01 +7.84644e-02 +4.38916e-02 +4.38916e-02 +7.84644e-02 -4.47395e-01 +5.40076e-01 +7.63214e-04 +1.73764e-04 
211 -5.39535e-01 +4.47890e-01 -7.94071e-02 -4.37933e-02 -4.37933e-02 -7.94071e-02 +4.47890e-01 -5.39535e-01 +7.62616e-04 +1.73173e-04 
212 +5.38996e-01 -4.48381e-01 +8.03474e-02 +4.36917e-02 +4.36917e-02 +8.03474e-02 -4.48381e-01 +5.38996e-01 +7.62022e-04 +1.72587e-04 
213 -5.38458e-01 +4.48868e-01 -8.12853e-02 -4.35867e-02 -4.35867e-02 -8.12853e-02 +4.48868e-01 -5.38458e-01 +7.61431e-04 +1.72005e-04 
214 +5.37922e-01 -4.49350e-01 +8.22208e-02 +4.34785e-02 +4.34785e-02 +8.22208e-02 -4.49350e-01 +5.37922e-01 +7.60845e-04 +1.71428e-04 
215 -5.37388e-01 +4.49828e-01 -8.31539e-02 -4.33671e-02 -4.33671e-02 -8.31539e-02 +4.49828e-01 -5.37388e-01 +7.60263e-04 +1.70855e-04 
216 +5.36855e-01 -4.50301e-01 +8.40846e-02 +4.32524e-02 +4.32524e-02 +8.40846e-02 -4.50301e-01 +5.36855e-01 +7.59684e-04 +1.70286e-04 
217 -5.36323e-01 +4.50771e-01 -8.50129e-02 -4.31346e-02 -4.31346e-02 -8.50129e-02 +4.50771e-01 -5.36323e-01 +7.59109e-04 +1.69722e-04 
218 +5.35793e-01 -4.51236e-01 +8.59388e-02 +4.30136e-02 +4.30136e-02 +8.59388e-02 -4.51236e-01 +5.35793e-01 +7.58539e-04 +1.69161e-04 
219 -5.35264e-01 +4.51698e-01 -8.68623e-02 -4.28895e-02 -4.28895e-02 -8.68623e-02 +4.51698e-01 -5.35264e-01 +7.57971e-04 +1.68605e-04 
220 +5.34737e-01 -4.52155e-01 +8.77834e-02 +4.27623e-02 +4.27623e-02 +8.77834e-02 -4.52155e-01 +5.34737e-01 +7.57408e-04 +1.68053e-04 
221 -5.34212e-01 +4.52608e-01 -8.87021e-02 -4.26321e-02 -4.26321e-02 -8.87021e-02 +4.52608e-01 -5.34212e-01 +7.56848e-04 +1.67505e-04 
222 +5.33687e-01 -4.53057e-01 +8.96185e-02 +4.24988e-02 +4.24988e-02 +8.96185e-02 -4.53057e-01 +5.33687e-01 +7.56292e-04 +1.66961e-04 
223 -5.33164e-01 +4.53503e-01 -9.05324e-02 -4.23626e-02 -4.23626e-02 -9.05324e-02 +4.53503e-01 -5.33164e-01 +7.55740e-04 +1.66420e-04 
224 +5.32643e-01 -4.53944e-01 +9.14439e-02 +4.22234e-02 +4.22234e-02 +9.14439e-02 -4.53944e-01 +5.32643e-01 +7.55191e-04 +1.65884e-04 
225 -5.32123e-01 +4.54382e-01 -9.23530e-02 -4.20812e-02 -4.20812e-02 -9.23530e-02 +4.54382e-01 -5.32123e-01 +7.54646e-04 +1.65351e-04 
226 +5.31604e-01 -4.54815e-01 +9.32598e-02 +4.19362e-02 +4.19362e-02 +9.32598e-02 -4.54815e-01 +5.31604e-01 +7.54104e-04 +1.64822e-04 
227 -5.31087e-01 +4.55245e-01 -9.41641e-02 -4.17882e-02 -4.17882e-02 -9.41641e-02 +4.55245e-01 -5.31087e-01 +7.53565e-04 +1.64297e-04 
228 +5.30571e-01 -4.55671e-01 +9.50661e-02 +4.16375e-02 +4.16375e-02 +9.50661e-02 -4.55671e-01 +5.30571e-01 +7.53030e-04 +1.63776e-04 
229 -5.30057e-01 +4.56094e-01 -9.59656e-02 -4.14839e-02 -4.14839e-02 -9.59656e-02 +4.56094e-01 -5.30057e-01 +7.52499e-04 +1.63258e-04 
230 +5.29544e-01 -4.56512e-01 +9.68628e-02 +4.13275e-02 +4.13275e-02 +9.68628e-02 -4.56512e-01 +5.29544e-01 +7.51971e-04 +1.62744e-04 
231 -5.29032e-01 +4.56927e-01 -9.77576e-02 -4.11684e-02 -4.11684e-02 -9.77576e-02 +4.56927e-01 -5.29032e-01 +7.51446e-04 +1.62234e-04 
232 +5.28522e-01 -4.57339e-01 +9.86500e-02 +4.10065e-02 +4.10065e-02 +9.86500e-02 -4.57339e-01 +5.28522e-01 +7.50924e-04 +1.61727e-04 
233 -5.28013e-01 +4.57746e-01 -9.95400e-02 -4.08420e-02 -4.08420e-02 -9.95400e-02 +4.57746e-01 -5.28013e-01 +7.50406e-04 +1.61223e-04 
234 +5.27505e-01 -4.58150e-01 +1.00428e-01 +4.06747e-02 +4.06747e-02 +1.00428e-01 -4.58150e-01 +5.27505e-01 +7.49891e-04 +1.60723e-04 
235 -5.26999e-01 +4.58551e-01 -1.01313e-01 -4.05048e-02 -4.05048e-02 -1.01313e-01 +4.58551e-01 -5.26999e-01 +7.49379e-04 +1.60226e-04 
236 +5.26494e-01 -4.58948e-01 +1.02196e-01 +4.03323e-02 +4.03323e-02 +1.02196e-01 -4.58948e-01 +5.26494e-01 +7.48870e-04 +1.59733e-04 
237 -5.25991e-01 +4.59342e-01 -1.03076e-01 -4.01572e-02 -4.01572e-02 -1.03076e-01 +4.59342e-01 -5.25991e-01 +7.48364e-04 +1.59243e-04 
238 +5.25489e-01 -4.59732e-01 +1.03954e-01 +3.99796e-02 +3.99796e-02 +1.03954e-01 -4.59732e-01 +5.25489e-01 +7.47862e-04 +1.58756e-04 
239 -5.24988e-01 +4.60118e-01 -1.04830e-01 -3.97994e-02 -3.97994e-02 -1.04830e-01 +4.60118e-01 -5.24988e-01 +7.47362e-04 +1.58273e-04 
240 +5.24488e-01 -4.60502e-01 +1.05703e-01 +3.96167e-02 +3.96167e-02 +1.05703e-01 -4.60502e-01 +5.24488e-01 +7.46866e-04 +1.57793e-04 
241 -5.23990e-01 +4.60882e-01 -1.06574e-01 -3.94315e-02 -3.94315e-02 -1.06574e-01 +4.60882e-01 -5.23990e-01 +7.46372e-04 +1.57316e-04 
242 +5.23493e-01 -4.61258e-01 +1.07443e-01 +3.92438e-02 +3.92438e-02 +1.07443e-01 -4.61258e-01 +5.23493e-01 +7.45882e-04 +1.56842e-04 
243 -5.22998e-01 +4.61631e-01 -1.08309e-01 -3.90537e-02 -3.90537e-02 -1.08309e-01 +4.61631e-01 -5.22998e-01 +7.45394e-04 +1.56371e-04 
244 +5.22503e-01 -4.62001e-01 +1.09173e-01 +3.88612e-02 +3.88612e-02 +1.09173e-01 -4.62001e-01 +5.22503e-01 +7.44910e-04 +1.55904e-04 
245 -5.22010e-01 +4.62368e-01 -1.10035e-01 -3.86663e-02 -3.86663e-02 -1.10035e-01 +4.62368e-01 -5.22010e-01 +7.44428e-04 +1.55439e-04 
246 +5.21519e-01 -4.62731e-01 +1.10894e-01 +3.84691e-02 +3.84691e-02 +1.10894e-01 -4.62731e-01 +5.21519e-01 +7.43949e-04 +1.54978e-04 
247 -5.21028e-01 +4.63092e-01 -1.11751e-01 -3.82695e-02 -3.82695e-02 -1.11751e-01 +4.63092e-01 -5.21028e-01 +7.43473e-04 +1.54519e-04 
248 +5.20539e-01 -4.63449e-01 +1.12605e-01 +3.80676e-02 +3.80676e-02 +1.12605e-01 -4.63449e-01 +5.20539e-01 +7.43000e-04 +1.54064e-04 
249 -5.20051e-01 +4.63803e-01 -1.13457e-01 -3.78634e-02 -3.78634e-02 -1.13457e-01 +4.63803e-01 -5.20051e-01 +7.42530e-04 +1.53611e-04 
250 +5.19564e-01 -4.64153e-01 +1.14307e-01 +3.76569e-02 +3.76569e-02 +1.14307e-01 -4.64153e-01 +5.19564e-01 +7.42062e-04 +1.53162e-04 
251 -5.19079e-01 +4.64501e-01 -1.15155e-01 -3.74482e-02 -3.74482e-02 -1.15155e-01 +4.64501e-01 -5.19079e-01 +7.41597e-04 +1.52715e-04 
252 +5.18595e-01 -4.64846e-01 +1.16000e-01 +3.72373e-02 +3.72373e-02 +1.16000e-01 -4.64846e-01 +5.18595e-01 +7.41135e-04 +1.52271e-04 
253 -5.18112e-01 +4.65187e-01 -1.16842e-01 -3.70242e-02 -3.70242e-02 -1.16842e-01 +4.65187e-01 -5.18112e-01 +7.40675e-04 +1.51830e-04 
254 +5.17630e-01 -4.65526e-01 +1.17683e-01 +3.68089e-02 +3.68089e-02 +1.17683e-01 -4.65526e-01 +5.17630e-01 +7.40218e-04 +1.51392e-04 
255 -5.17150e-01 +4.65861e-01 -1.18521e-01 -3.65915e-02 -3.65915e-02 -1.18521e-01 +4.65861e-01 -5.17150e-01 +7.39764e-04 +1.50956e-04 
256 +5.16670e-01 -4.66194e-01 +1.19357e-01 +3.63720e-02 +3.63720e-02 +1.19357e-01 -4.66194e-01 +5.16670e-01 +7.39313e-04 +1.50523e-04 
257 -5.16192e-01 +4.66523e-01 -1.20190e-01 -3.61503e-02 -3.61503e-02 -1.20190e-01 +4.66523e-01 -5.16192e-01 +7.38864e-04 +1.50093e-04 
258 +5.15715e-01 -4.66850e-01 +1.21021e-01 +3.59266e-02 +3.59266e-02 +1.21021e-01 -4.66850e-01 +5.15715e-01 +7.38417e-04 +1.49666e-04 
259 -5.15240e-01 +4.67174e-01 -1.21850e-01 -3.57008e-02 -3.57008e-02 -1.21850e-01 +4.67174e-01 -5.15240e-01 +7.37973e-04 +1.49241e-04 
260 +5.14765e-01 -4.67495e-01 +1.22677e-01 +3.54730e-02 +3.54730e-02 +1.22677e-01 -4.67495e-01 +5.14765e-01 +7.37532e-04 +1.48819e-04 
261 -5.14292e-01 +4.67813e-01 -1.23501e-01 -3.52431e-02 -3.52431e-02 -1.23501e-01 +4.67813e-01 -5.14292e-01 +7.37093e-04 +1.48399e-04 
262 +5.13820e-01 -4.68128e-01 +1.24323e-01 +3.50113e-02 +3.50113e-02 +1.24323e-01 -4.68128e-01 +5.13820e-01 +7.36656e-04 +1.47982e-04 
263 -5.13349e-01 +4.68440e-01 -1.25143e-01 -3.47775e-02 -3.47775e-02 -1.25143e-01 +4.68440e-01 -5.13349e-01 +7.36222e-04 +1.47568e-04 
264 +5.12880e-01 -4.68750e-01 +1.25960e-01 +3.45417e-02 +3.45417e-02 +1.25960e-01 -4.68750e-01 +5.12880e-01 +7.35791e-04 +1.47156e-04 
265 -5.12411e-01 +4.69057e-01 -1.26775e-01 -3.43041e-02 -3.43041e-02 -1.26775e-01 +4.69057e-01 -5.12411e-01 +7.35362e-04 +1.46746e-04 
266 +5.11944e-01 -4.69361e-01 +1.27588e-01 +3.40645e-02 +3.40645e-02 +1.27588e-01 -4.69361e-01 +5.11944e-01 +7.34935e-04 +1.46339e-04 
267 -5.11478e-01 +4.69662e-01 -1.28399e-01 -3.38230e-02 -3.38230e-02 -1.28399e-01 +4.69662e-01 -5.11478e-01 +7.34510e-04 +1.45935e-04 
268 +5.11013e-01 -4.69961e-01 +1.29207e-01 +3.35796e-02 +3.35796e-02 +1.29207e-01 -4.69961e-01 +5.11013e-01 +7.34088e-04 +1.45533e-04 
269 -5.10549e-01 +4.70256e-01 -1.30013e-01 -3.33344e-02 -3.33344e-02 -1.30013e-01 +4.70256e-01 -5.10549e-01 +7.33669e-04 +1.45133e-04 
270 +5.10086e-01 -4.70550e-01 +1.30816e-01 +3.30874e-02 +3.30874e-02 +1.30816e-01 -4.70550e-01 +5.10086e-01 +7.33251e-04 +1.44736e-04 
271 -5.09625e-01 +4.70840e-01 -1.31618e-01 -3.28386e-02 -3.28386e-02 -1.31618e-01 +4.70840e-01 -5.09625e-01 +7.32836e-04 +1.44341e-04 
272 +5.09164e-01 -4.71128e-01 +1.32417e-01 +3.25880e-02 +3.25880e-02 +1.32417e-01 -4.71128e-01 +5.09164e-01 +7.32423e-04 +1.43949e-04 
273 -5.08705e-01 +4.71414e-01 -1.33214e-01 -3.23356e-02 -3.23356e-02 -1.33214e-01 +4.71414e-01 -5.08705e-01 +7.32012e-04 +1.43558e-04 
274 +5.08247e-01 -4.71697e-01 +1.34009e-01 +3.20814e-02 +3.20814e-02 +1.34009e-01 -4.71697e-01 +5.08247e-01 +7.31604e-04 +1.43170e-04 
275 -5.07790e-01 +4.71977e-01 -1.34801e-01 -3.18255e-02 -3.18255e-02 -1.34801e-01 +4.71977e-01 -5.07790e-01 +7.31198e-04 +1.42785e-04 
276 +5.07334e-01 -4.72255e-01 +1.35591e-01 +3.15680e-02 +3.15680e-02 +1.35591e-01 -4.72255e-01 +5.07334e-01 +7.30794e-04 +1.42401e-04 
277 -5.06879e-01 +4.72530e-01 -1.36379e-01 -3.13087e-02 -3.13087e-02 -1.36379e-01 +4.72530e-01 -5.06879e-01 +7.30392e-04 +1.42020e-04 
278 +5.06425e-01 -4.72803e-01 +1.37165e-01 +3.10477e-02 +3.10477e-02 +1.37165e-01 -4.72803e-01 +5.06425e-01 +7.29992e-04 +1.41641e-04 
279 -5.05973e-01 +4.73073e-01 -1.37949e-01 -3.07851e-02 -3.07851e-02 -1.37949e-01 +4.73073e-01 -5.05973e-01 +7.29594e-04 +1.41264e-04 
280 +5.05521e-01 -4.73341e-01 +1.38730e-01 +3.05209e-02 +3.05209e-02 +1.38730e-01 -4.73341e-01 +5.05521e-01 +7.29199e-04 +1.40890e-04 
281 -5.05071e-01 +4.73606e-01 -1.39509e-01 -3.02550e-02 -3.02550e-02 -1.39509e-01 +4.73606e-01 -5.05071e-01 +7.28806e-04 +1.40517e-04 
282 +5.04621e-01 -4.73869e-01 +1.40286e-01 +2.99875e-02 +2.99875e-02 +1.40286e-01 -4.73869e-01 +5.04621e-01 +7.28414e-04 +1.40147e-04 
